Timestamp	1. Enter audio file name:	2. Audio transcription:
6/24/2024 0:16:22	 bemba_news_item_81_394_405_11_11.wav	Abekashi mu mushi mwa foster ilyaba mu ward ya fube mwi Boma lya mungwi ebatashishe iciputwa ca buteko ica cikaya bakubemhilako icishima atemwa borehole mu ncende yabo.
6/24/2024 0:16:54	bemba_news_item_81_410_437_27_14.wav	Ebaletapa amenshi mu mumana pa mulandu wakubulilwa ukwakufumya amenshi ayasuma balondolwele ukutila abantu ebalepita mu bwafya bwakupolomya pa mulandu wakubulilwa ukwakufumya amenshi yasuma
6/24/2024 0:17:21	bemba_news_item_81_437_442_5_5.wav	Uumona pamenshi mubuteko bwacikaya ubwa mungwi town council ba yaled makombo batile
6/24/2024 0:17:44	bemba_news_item_81_460_476_16_15.wav	Cilolo wa ciputwa ca gender ba mama Elizabeth phiri batile ubuteko bwalitendeka ukubikako amanshiko Aya kupakamisha bashi Tata elyo nabana mayo mukukutuluka nge nshila yakucinfya ulukakala kwaba pakati kana mayo elyo nabashi Tata.
6/24/2024 0:17:57	bemba_news_item_81_621_628_7_6.wav	Bakonfwa ilyashi lya kunse ya calo lyatufisha na kumpela lelo ilyo tatulaya nabweluluke Ku mitwe
6/24/2024 0:18:18	bemba_news_item_82_244_272_28_8.wav	Nga cakweba ati ifyo fine ubuteko bulekabilisha ukwafwilisha mu ma chechi nga Bantu kuti bakanina nshi pantu  ubuteko bwampana pamo 
6/24/2024 0:18:37	bemba_news_item_82_321_347_26_19.wav	Limbi bacita donate limbi  nabacimona ati kwena ici cikafwilisha bamuka abana ba nshiwa nabantu abapusana elyo nomba batwalepo nangu ni cement ba kontolole bacikuse nangu baciwamye bwino bwino no muntu filya fine  ni business man afumya nga alikwata umutima ulya uwakupela......
6/24/2024 0:18:53	bemba_news_item_82_402_405_3_3.wav	Uyu ulefwaya ukwiminina nga MP mu  lukasha constituency 
6/24/2024 0:19:09	bemba_news_item_82_405_413_8_7.wav	Bonse mwebali pano umucinshi kuli bonse mukwai ndefwaya fye incite congratulate ba choir benu abalecita launch iyi album iyelelo
6/24/2024 0:19:28	bemba_news_item_83_358_364_6_5.wav	Umusela umo uulanda pa nsambu uwaba mu musumba wa Lusaka uwaishibikwa pe shina lya mwape musonda 
6/24/2024 0:19:45	bemba_news_item_83_429_435_6_6.wav	Bakonfwa twafika kumpela ukubelenga ilyashi mululimi kwa cibemba lelo na twalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 0:20:01	bemba_news_item_83_519_525_6_5.wav	Bakonfwa iyi empela mu lulimi lwa cibemba lelo natubwelele Ku mitwe ye lyashi na kabili
6/24/2024 0:20:20	bemba_news_item_84_138_163_25_17.wav	Side wave of COVID ahh as northern province we’ve chosen this facility eh to be eh covid isolation for critical and it’s very appropriate because it’s a new infrastructure.
6/24/2024 0:20:39	bemba_news_item_84_138_163_25_3.wav	For severe cases of COVID nineteen attribute
6/24/2024 0:20:59	bemba_news_item_84_578_604_26_12.wav	Bakonfwa iyi empela ye lyashi mululimi ulwa cibemba ukwimininako bakalemba be lyashi Kuno mulabasa wa kasama elyo nabali pa machine ukubelenga naciba nine muntu wenu mutale Chanda ndetila
6/24/2024 0:21:19	bemba_news_item_85_55_59_4_3.wav	Libe tabalatendeka ukutontonkaya pakuilishanya
6/24/2024 0:21:54	bemba_news_item_87_43_52_9_8.wav	One Zambia one nation namisengela Kwi lyashi mu lulimi lwa cibemba  pali ino nshita nanewalabenga nine muntu wenu mutale Chanda imitwe ye lyashi 
6/24/2024 0:22:19	bemba_news_item_90_176_180_4_3.wav	I think pupils should be taken to the colleges and given them.
6/24/2024 9:17:28	bemba_news_item_144_481_510_29_13	lelo abafikukila insankwe ebasokele buteko ukutaluka mukwiswilula kwa musumba mukwankufyanya. Umusumba wa kerala emuli utusebo one hundred and fifty four thousand mwikimininako icipendo ca thirty seven point one percent
6/24/2024 9:21:44	bemba_news_item_144_551_567_16_15	ubuteko ukupitila muliciputulwa ca disaster and management mitigation unity DMMU ebutumine ibumbalya ababonfi mwi boma lya kitwe mucitungu ca mikoti mukuceceta palubali lwa kupya kwa cisokone market pakutila kwingaba ukuwamya mukwafwilisha abacita amakwebo abatebelelwe
6/24/2024 9:24:49	bemba_news_item_143_549_562_13_12	bakonfwa apa epaiminina  ne Ilyashi mullimi ilwa cibemba ukwiminanko bakalemba belyashi kuno mulabasa wa kasama elyo nabali pali mashini Ukubelenga naciba nine muntu wenu mutale chanda one Zambia one nation
6/24/2024 9:27:22	bemba_news_item_142_69_83_14_14	ibumba ilyashibikwa nga nshi ilya ku calo ca Egypt ililanda pa nsambu litile ibumba limona pa Mutende eliketeko umukalmba we bumba uwalenga butatu nokumubika mucifungu umulungu umo te mulandu nokususha
6/24/2024 9:29:27	bemba_news_item_142_463_472_9_8	akabunguwe ketwa Egyptian initiative for personal right ekalembele pacitunshi tunshi ca twiter pa bushiku bwapali cine ukutila ba gasa abedel
6/24/2024 9:33:24	bemba_news_item_139_82_99_17_17	Ilyashi mukushika. ubuteko bubikile indalama Lubali ukufika ku cipendo ca one point seven billion kwacha ishakwafwilisha abalimi ukufika ku mpendwa ya one million mu mulimo wa farmers input support program FISP apo apali umufundo elyo ne mbuto mubuli bwa mwaka wa twenty twenty twenty twenty one
6/24/2024 9:35:40	bemba_news_item_139_426_429_3_2	they are still claiming for their allowances
6/24/2024 9:37:05	bemba_news_item_139_516_521_5_5	bakonfwa iyi empela ye lyashi mu lulimi lwa cibemba lelo apo tatulaya natubweluluke ku mitwe ye lyashi nakabili
6/24/2024 9:40:02	bemba_news_item_139_525_540_15_14	ubuteko ebubikile indalama Lubali ukufika ku cipendo ca one point seven biilon kwacha isha kwafwilishako abalimi one millin mu mulimo wa farmers input support program FISP apali umufundo elyo nembuto mubulimi bwa mwaka wa twenty twenty twenty twenty one
6/24/2024 9:41:34	bemba_news_item_152_329_337_8_7	incende yabo yalinonkelamo mu milimo ya buya ntanshi iyingi ukupitila mubutungulushi bwa kwa kateka ba edgar lungu
6/24/2024 9:43:27	bemba_news_item_138_122_127_5_5	ishina lyandi ninebo Nathan kilunga mupampamina NNC member
6/24/2024 9:45:07	bemba_news_item_138_158_186_28_9	eico pantu bamifyengele fye elyo naimwe bene mwebalecitwa muli uyu musango mumone imwe tabamitanfishe ne sha ncito pa...
6/24/2024 9:45:43	bemba_news_item_13_110_112_2_2	maka maka mu ncende sha mu mishi
6/24/2024 9:46:58	bemba_news_item_136_525_530_5_4	ba nkombo kabili ebaebele Abantu bonse abo balemona ukuti
6/24/2024 9:47:54	bemba_news_item_136_566_570_4_4	Abantu bafuma mu calo ca Lebanon ukuya mukubomba imilimo mu fyalo fimbi
6/24/2024 9:48:59	bemba_news_item_13_405_409_4_3	ifwe pamo nga bayufi kuno kwa Mulenga nsongo kuti twatemwa sana
6/24/2024 9:50:02	bemba_news_item_136_361_367_6_5	balilembesha ukunokelamo ukulipililwa kwa ndalama sha constituency development fund
6/24/2024 9:51:51	bemba_news_item_136_383_390_7_6	ayakwipushisahpo pali iyi imilimo ibili ayo yacitilwe mu mansa cental constituency elyo na party 
6/24/2024 9:54:04	bemba_news_item_136_392_401_9_8	ba mama mawe batile pa mpendwa yonse iya bantu balembeshe ukuti bengasambilila imilimo ya kuitwala pa ntanshi abali eight hundred and sixteen 
6/24/2024 9:57:49	bemba_news_item_137_440_462_22_15	pa miku ibili iyaipeyeko na bantu mu myaka itatu iyo yapulike pali cine pa cisankano apo apali Abantu abengi pakati ka calo ca Bagdad no kwipaya Abantu thirty two elyo nokucena bantu one hundred and ten
6/24/2024 9:59:33	bemba_news_item_135_514_523_9_5	ukubonfiwa kwa ndalama elyo ne fipe fya waishibikwa sana mu fya milabasa ba jimmy lai
6/24/2024 10:00:44	bemba_news_item_135_325_330_5_5	naimwebene Mwacita protect life imbi because voters card e key ya life yenu
6/24/2024 10:03:39	bemba_news_item_135_330_341_11_10	ulwali media director mu cipani ca patriotic front ba sunday chanda bakoseleshe ba membala wa cipani abashasuminishiwe ukwimininwa mu ma constituency yalekanalekana
6/24/2024 10:06:46	bemba_news_item_132_961_989_28_16	cipatala ukubombela pa bulwele bwa corona virus bashing'anga elyo na bakapokola batile ukubinda kwa kushitisha ubwalwa apapita ne myeshi ibili nakulenga kwaba ukukampushako kwa kuponwa kwa ifinfulunganya ifiletwa pa mulandu no bwalwa
6/24/2024 10:09:07	bemba_news_item_132_989_1004_15_14	lelo bakumba ubwalwa ebailishenye pakonaika kwa bukwebo elyo kabili ubuteko nabwena ebulushile indalama kumusonko uupokwa kabili ubuteko bwa calo ca south Africa ebutendeke
6/24/2024 10:10:00	bemba_news_item_132_808_837_29_4	nefingafumamo takuli Umuntu uwinga kwanisha ukushita ubunga
6/24/2024 10:13:11	bemba_news_item_129_532_548_16_16	his untimely death is too much to bear because the people of southern province need him more now than ever this is so because he embraced everyone and stood for unity of purpose as a party we enjoyed the cord of work relationship with
6/24/2024 10:15:33	bemba_news_item_132_389_402_13_12	kunfwa ba Moses Chola abalimi bakulu aba batile bena ebaletungilila ulutampulo lwa ba FRA pa mulandu wakuti abena Zambia bashintilila pa bunga
6/24/2024 10:17:10	bemba_news_item_131_486_496_10_6	pa nshila yakwingishamo ababonfi bakuciputulwa ca bumi elyo na mashiwi yambi ayakumine ukuibimbamo bantu balekanalekana
6/24/2024 10:19:34	bemba_news_item_131_853_859_6_6	bakonfwa pe lyashi lya kunse ya calo twafika ku mpela ukubelenga lyashi mu lulimi lwa cibemba lelo natubweluluke ku mitwe ye lyashi nakabili
6/24/2024 10:22:28	bemba_news_item_130_84_101_17_17	kateka wa waishibikwa sana mu calo ca Tanzania ba john makufuli ebapele umulapo ukuti bengengila mwi ofeshi ngo muku walenga bubili mukonkanyapo ukutungulula na kabili imyaka isano apo apali nobucingo ubwamaka ukufuma kuli bakapokola elyo nabashilika
6/24/2024 10:24:10	bemba_news_item_131_227_247_20_7	ubuteko ebule-esha inshila yonse mukumona ukuti imisepela elyo na bena Zambia bonse banokelamo bumo ubwanshiko ubuteko bulebikako
6/24/2024 10:26:25	bemba_news_item_131_247_269_22_15	bena nga bana bakuno kucitungu bakamona ukutila bantu abengi banokelamo mubwanshiko bwa buteko maka maka icitungu ca lumbemba batata mushimba balandile ukutila mukulanshanya nabakalemba we lyashi mwi boma lya kasama
6/24/2024 10:28:47	bemba_news_item_131_385_412_27_14	kabili kateka atile ubuteko bukatunkanyapo ukulolekesha pali aka akasebo bwino bwino elyo nefibimbilwemo maka maka ukumona ukutila ifi fyonse fyakonkwa ilyo kuleba ama elction elyo takulaba ukusala
6/24/2024 10:31:20	bemba_news_item_13_290_305_15_14	ba sindanzi balondolwele ukutila ilyo ubuteko bukapakamisha imisepela ukubapelako indalama imisepela bakengila mu mulimo wa production unity ico cikafwako bena ukucinja imikalile yabo pakumona ukutila tabalelolela fye ubuteko ukubengisha amacito
6/24/2024 10:32:22	bemba_news_item_13_383_387_4_3	ukupanga ifishiba fye sabi pakuti twayamba uku supplier ko isabi
6/24/2024 10:33:09	bemba_news_item_13_394_398_4_3	tebonse mwingegila incito mu ma offices
6/24/2024 10:36:03	bemba_news_item_13_479_495_16_16	Lubali lumbi utusebo twalangile ukutila ba contractor bacikaya bena ebaibimbilemo mu mulimo ukufuma ku kampani ka ZESCO lelo balifilwa ukufikilisha umulimo bapelwe uwakusalanganya imilongoti ukuma mu twampani twa calo ca mu Zimbabwe elyo ne calo ca South Africa
6/24/2024 10:37:35	bemba_news_item_129_639_644_5_5	bakonfwa ilyashi lya kunse ya calo lyatufisha na kumpela lelo natubweluluke tunfwe ku mitwe
6/24/2024 10:38:11	bemba_news_item_129_145_147_2_2	now allow me to say this
6/24/2024 10:41:37	bemba_news_item_128_429_445_16_16	Icilonganino ca UPND catile ciponeshiwe pa musao palubali lwa ba membala ba ng'anda yama funde aba cilonganino ca PF ababonfya amashiwi ya kapatulula ka mitundu mukubombela pa malyashi ya calo pakutila bamoneka nga bakayele muli lulu ulebombwa uwakulwisha amafisakanwa
6/24/2024 10:42:27	bemba_news_item_124_417_420_3_3	ama sukulu yambi eyaleilishanya ukuti indalama nashicepa
6/24/2024 10:43:30	bemba_news_item_128_132_137_5_5	ukwisa nokuya kwi ofishi no kwipusha atemwa nokulanda ifilebashupa
6/24/2024 10:46:30	bemba_news_item_128_594_610_16_15	Icilonganino ca UPND catile iciponeshiwe pa musao pa Lubali lwaba membala ba ng'anda ya mafunde aba cilonganino ca PF ababonfeshe amashiwi akapatulula ka mitundu mubumbela pa malyashi ya calo pakuti bamoneka nga bakayele muli lulu ulebombwa uwakulwisha amafisakanwa
6/24/2024 10:48:32	bemba_news_item_320_395_404_9_9	bakonfwa ili lyashi lileisa kuli imwe ukufuma kuno mulabasa wenu uwa kasama rado pa eight seven point seven pali ino nshita natubale twalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 10:49:19	bemba_news_item_320_202_204_2_2	let us take individual responsibility 
6/24/2024 10:50:28	bemba_news_item_320_70_72_2_2	inovac bio tech covid nineteen vaccine 
6/24/2024 10:52:42	bemba_news_item_319_425_437_12_12	na mwi lyashi kunse ya calo intungulushi sha fyalo mu cintungu ca west Africa eshili nokukumana mukulanshanya kwa fyongo elyo nokutasha kwa buteko ubo ubwacitike mu calo ca Burkina Faso muli uno mulungu
6/24/2024 10:54:10	bemba_news_item_31_123_130_7_7	ifyo bafwile ukusala pa mulandu wakutila cili nge cakubalilapo kubashimona ukusala ukubonfya ama brail jacket
6/24/2024 10:55:27	bemba_news_item_319_228_236_8_7	iciputulwa icimona pakusala ica electoral commission of Zambia ECZ mubwipi ecibikileko ubwanshiko bupya
6/24/2024 10:59:08	bemba_news_item_319_514_527_13_11	bakonfwa iyi empala ye lyashi mu lilimi ulwa cibeba muno nshita ya lucelo ukwimininako bakalemba ee lyashi elyo nabali paliba mashini mukubelenga naciba nine muntu wenu Brian Musonda one Zambia one
6/24/2024 11:00:08	bemba_news_item_318_385_390_5_5	palutampulo lwasendele ubuteko pakunfwa ukulila kwa babonfi ba buteko
6/24/2024 11:01:42	bemba_news_item_317_69_87_18_7	 kateka ba Rodrigo lutete ebabilehse ukukaibimbamo mukwiminina Ukuba intungulushi ya calo
6/24/2024 11:02:11	bemba_news_item_317_28_30_2_2	one Zambia one nation
6/24/2024 11:03:34	bemba_news_item_317_397_405_8_8	bakonfwa ili lyashi lyonse lileisa kuli imwe ukufuma ku ng'ana ya mulabasa wa kasama nokutungililwa ukufuma kwi tuka lya sichalwe hardware
6/24/2024 11:04:24	bemba_news_item_317_405_409_4_3	pali kano kashita natwalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 11:05:33	bemba_news_item_317_438_442_4_3	panuma ya nshiku shakutunganya pe lyashi lyapala ifi
6/24/2024 11:07:52	bemba_news_item_31_246_255_9_9	kabili ukunina kwa mutengo wa copper uuli pa nine thousand five hundred and twenty one united states dollars per metric ton ukufuma pali four thousand
6/24/2024 11:09:35	bemba_news_item_316_459_467_8_8	icikulwa camapepo ica cilonganino seventh day Adventist ecawile no kwipaya ba membala ba cilonganino babili
6/24/2024 11:10:36	bemba_news_item_128_168_171_3_3	nanga nga tatwakwata ntile nshishibe nga ninshita
6/24/2024 11:12:47	bemba_news_item_128_206_215_9_6	lamona ati ni office yakwe ulya umbi takesemo just because namona ukwe ati nafwala party ligalium
6/24/2024 11:15:02	bemba_news_item_141_26_38_12_11	umwikashi wakwa mumbi mfumu mu lukasha constituency mino iboma lya kasama ewebele ubuteko ukutila bwingashinikisha ukuti bwabombela pa bulalo bwa pa mumbi mfumu
6/24/2024 11:15:50	bemba_news_item_141_266_269_3_3	ebatashishe akabungwe kaba shimapepo kwi boma lya ksama
6/24/2024 11:19:48	bemba_news_item_315_65_78_13_13	imibombele imona pakupususha kwa bantu yatile impendwa iyikalamba ya bantu ebali mubusanso bwabipisha nokulenga nokulenga ifwa mukubutukisha kwacimpongele chama jews pa ncende ya pigmy ku ntunga ya north mu calo Israel
6/24/2024 11:23:44	bemba_news_item_315_47_63_16_15	 akabungwe ka economici association of Zambia EAZ ekalangile ukusakama ukulingana nefyalandilwe ku bantu bamo abashibikwa nga ma clearing agents pa mulandu wakuletako  iyileitwa ukutila customs agent management module kubaciputulwa ca Zambia revenue authority
6/24/2024 11:25:54	bemba_news_item_315_616_627_11_10	imfumu kanabesa ba mwamba ebalombele ku bantu batungulula mu ncende yabo ukutila bengabiako amano ku muti wa covid nineteen wabucingo pakuti kwingaba ukucincitila ukusalanga kwa kashishi
6/24/2024 11:28:02	bemba_news_item_316_200_222_22_12	Lubali lumbi DC mwi boma lwa lupososhi ba simon mwenya batile ubuteko ebwatendeka kulipila abalimi abashitisha amataba yabo ku ciputwa ca food reserve agency FRA
6/24/2024 11:29:36	bemba_news_item_314_465_491_26_6	ncikankala lishiwi ilyo mulepela pantu ishiwi nga lilefuma kuli imwe mwebashi besu
6/24/2024 11:32:12	bemba_news_item_314_503_521_18_17	intungulushi ya cikaya yatile ukufya abana abanoo caba ngo bulwele ubulingile ukubombelwapo mu nshita iyinono ba londolwele no kutila ukucefyakwa kupwa bwaice bwaice mu calo kulekabila ukukiako amaka kuli bonse batungilila uyu umulimo
6/24/2024 11:33:29	bemba_news_item_313_706_709_3_2	Mu fyapangile uwalipo kateka ba Donald trump
6/24/2024 11:34:17	bemba_news_item_313_802_804_2_2	ku mbutushi isho ishingila mu calo cabo
6/24/2024 11:35:32	bemba_news_item_313_489_494_5_5	ilyo bakalemba we lyashi ba ZANIS batandalile ama ofeshi yabo muli lino iboma lya kasama
6/24/2024 11:38:00	bemba_news_item_313_505_517_12_12	Lubali lumbi ilyo district commissioner muno ibumba lya kasama ba mama Elizabeth Goma batandalile aya maofeshi mukumona ifyo iyi imilimo ile-enda ebaebele abena kasama ukuti iyi imilimo
6/24/2024 11:38:55	bemba_news_item_313_525_528_3_3	camwina Zambia onse uyo uwakwata ama pepa ayalinga
6/24/2024 11:39:44	bemba_news_item_313_591_596_5_4	Lubali lumbi ebalombele ku milabasa ukuti bengasalanganya ili lyashi
6/24/2024 11:40:32	bemba_news_item_313_615_618_3_3	ebashakatumwe ku ncende uko bashaipushishe imilimo
6/24/2024 11:41:24	bemba_news_item_313_645_649_4_3	pali kano kashita natwalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 11:42:35	bemba_news_item_313_664_668_4_3	na mwi lyashi kunse ya calo mubuteko bwa kwa kateka ba joe baiden
6/24/2024 11:44:58	bemba_news_item_313_419_441_22_17	ubuteko ubulefwaya ukumona Abantu ukutila Abantu baleikala bwino eico nabikako ne nshila ishili shonse ishi nalapendawila apa Ifintu ifiusma ifyo bucitile nabutwalilila ukufolesha abalanda social cash transfer
6/24/2024 11:46:38	bemba_news_item_320_49_57_8_8	bakapokola bafwile ukucinja pa lubali nefyo baishibikwa ku cintubwingi pa mulandu wakutila eciputulwa cimo icabuteko umwaba amafisakanwa
6/24/2024 11:48:40	bemba_news_item_321_658_671_13_13	ubuteko ebukoseleshe abatungulula amasukulu lyo nabafyashi ukwishiba bwino amafunde ayo ayapangilwe ne ng'anda yamafunde ayeminine pakuwamya amasambililo nakucilisha kubana abakashana.
6/24/2024 11:50:01	bemba_news_item_314_195_224_29_6	balombele kuma artist muma boma twelve mucitungu ukutandalila iofeshi lya culture law
6/24/2024 11:50:51	bemba_news_item_314_340_343_3_3	balombele na kuli bonse ukwima cipipya
6/24/2024 11:51:28	bemba_news_item_312_239_241_2_2	umwaka wa twenty twenty one
6/24/2024 11:52:58	bemba_news_item_311_514_524_10_10	Uulanda pa mitekele ya calo ca Russia atile akabungwe ka NATO ekalepekanya Icalo ca Ukrain ukusansa Icalo ca Russia mu mweshi wa January
6/24/2024 11:53:54	bemba_news_item_310_573_576_3_2	abamukatuma eli ukwansuluka
6/24/2024 11:55:25	bemba_news_item_310_582_585_3_3	umunga umo ulandilako ulubemba..... ca lubemba
6/24/2024 11:57:29	bemba_news_item_310_721_730_9_9	bakonfwa ili Ilyashi lileisa kuli imwe ukufuma kuno mulabasa wenu uwa kasama radio pa eighty seven point seven pali inshita natubale twalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 12:00:14	bemba_news_item_311_141_157_16_15	ica nge cikankala pa mulandu wakutila cilalenga Abantu ukupanga ubusalo busuma muma lyashi ukulinga no kufwaya kwa calo. namukulekelesha shimapepo ewalombele ukuleka ukusansa elyo kokutinya bakalemba we lyashi mumusango uuli onse
6/24/2024 12:03:03	bemba_news_item_31_61_76_15_15	ifibasa fibili ifya ndeke mu musumba wa shang ai mu calo ca China efimikwe ukwenda konse ukwandeke elyo ne milimo imbi kunse nga Fintu icimwela cakakata caonawile icitungu wa eastern China necimwela elyo ne mfula iyikalamba nga nshi
6/24/2024 12:04:07	bemba_news_item_310_566_569_3_3	kwali twasumina ubulanda apakalamba
6/24/2024 12:05:01	bemba_news_item_31_335_364_29_5	ilyo balepela Ilyashi ku cintu bwinga elyo nokutaluka mukulanda amashiwi yalupato
6/24/2024 12:07:26	bemba_news_item_307_39_51_12_12	bemba_news_item_31_335_364_29_5
6/24/2024 12:08:10	bemba_news_item_309_391_393_2_2	ukwabula nokusuminishiwa elyo nobupupu
6/24/2024 12:09:30	bemba_news_item_308_52_58_6_5	ebapeleko ukupakamishiwa kuli bashibulimi ukupitila mukubapelako utusaka utufinine twenty five kg
6/24/2024 12:10:28	bemba_news_item_308_515_518_3_3	ukumona ukutila babonfya bwino ifipe bapelwe
6/24/2024 12:12:39	bemba_news_item_308_704_733_29_9	balundilepo nokutila cilekabilwa kupangwako committee mu kampani ka ZESCO iyo ilingile yabamo Abantu abalipo intungulushi sha aka kamapani
6/24/2024 12:13:34	bemba_news_item_308_425_429_4_3	cilekabilwa ukutila abalimi tabashintilile fya pa bulimi bwa mataba
6/24/2024 12:16:04	bemba_news_item_307_643_655_12_12	bakonfwa apa epaiminina ne lyashi mululimi ulwa cibemba ukwiminako ba kalimba be lyashi kuno mulabasa wa kasama elyo nabali pama mashini Ukubelenga naciba nine muntu wenu mutale chanda one Zambia one nation
6/24/2024 12:17:07	bemba_news_item_308_135_138_3_3	utuli one thousand utwa mbuto sha soya beans elyo nomufundo
6/24/2024 12:18:25	bemba_news_item_308_145_151_6_5	ukulanda ilyo kwali ukuselula uyu umulimo wakupela soya beans muli lino iboma lya kasama mubushiku bwa mailo
6/24/2024 12:19:52	bemba_news_item_308_301_305_4_3	batile akampani kabo mukubombela pamo nakabungwe ka.......
6/24/2024 12:20:44	bemba_news_item_307_465_469_4_3	pali ino nshita natubale twalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 12:22:49	bemba_news_item_195_350_360_10_10	we are also giving to the fact that ah like i said climate change is affecting every one we are all affected in one way or another
6/24/2024 12:26:27	bemba_news_item_195_695_715_20_19	umulashi wa buteko ukufuma ku calo ca Zambia ukuya ku calo ca south Africa ba major general jackson miti batile ifimbaya mbaya fya bana mutekenya bakufuma kuno calo ca Zambia taiketeko ilyo kwali ukuilishanya kwa mpasase isha citike pakati ka bantu abanfuma kunse ya calo abaya mukucita amakwebo kuli cilya calo abensha ifimbayambaya
6/24/2024 12:27:54	bemba_news_item_194_43_49_6_5	uulinga information publicity secretary mucitungu ca northern mu cilonganino icilanda pa mitekele ya calo
6/24/2024 12:28:55	bemba_news_item_194_33_38_5_4	newalabelenga nine muntu wenu brian Musonda imitwe ye lyashi
6/24/2024 12:30:39	bemba_news_item_193_42_49_7_7	ishakupela kubasambi atemwa ama first year student pesukulu liklamba ilya university of Zambia abo abali eight thousand
6/24/2024 12:32:22	bemba_news_item_193_394_403_9_9	na mwilyashi kunse ya calo cilolo wa ciputulwa ca bumi mu calo ca south Africa eutile ukulaswa kwa muti kwa bucingo atemwa vaccine elyo na bantu ukulwako
6/24/2024 12:33:11	bemba_news_item_193_467_471_4_3	pafyo kuli ukulunda amafuta nobuteko bwa new dawn
6/24/2024 12:36:44	bemba_news_item_192_58_77_19_19	abashilika ba calo ca China ebapatikishiwe ukubikako ifibindo fimo abashilika icli pa mupaka wa china abaku calo ca India umpaka uuleitwa emalania elyo nokwisula iminshinga mukulanda ukutila Icalo ca new deli eicikenye mukukonyapo kwa fyalo mu bulwi mu bulwi ubwabako
6/24/2024 12:38:13	bemba_news_item_193_240_246_6_5	lubali lumbi ebalangile ubulanda ukutila bana mayo abengi ebataluka mukulanda pa mitekele ya calo
6/24/2024 12:39:21	bemba_news_item_190_283_297_14_4	paliba amashiwi ayapusanapusana ayalandwa pali uyu umuti uwakungwa uwa nyeleti
6/24/2024 12:40:51	bemba_news_item_193_174_178_4_3	where mister Hakainde Hichilema was saying that three hundred and sixty degrees
6/24/2024 12:41:44	bemba_news_item_193_182_185_3_2	the acts of economic operates in this manner
6/24/2024 12:43:06	bemba_news_item_192_13_20_7_7	namisengele ukubelnga Ilyashi mu lulimi lwa cibemba muli luno ulucelo mukubelenga nine chishimba misheck natuloleshe ku mitwe ye lyashi
6/24/2024 12:44:53	bemba_news_item_190_70_81_11_11	ne lyashi ukufuma kunse ya calo akashishi akapya akaibela akabulwele bwa corona virus nakalenga ifyalo ifyapusanapusana ukubikako kwa fikomo mu calo apali ukubinda na muyendele
6/24/2024 12:45:43	bemba_news_item_191_162_166_4_3	dependence syndrome on government because
6/24/2024 12:47:57	bemba_news_item_190_131_135_4_4	Lubali lumbi ba Kangaya bakonkeshepo ukulomba kubekashi
6/24/2024 12:49:14	bemba_news_item_190_204_209_5_5	so tulelanda ukweba ati mwebafyashi besu iyi program nga cakuti yaisa mu ncende
6/24/2024 12:50:03	bemba_news_item_190_209_212_3_2	bwangu bwangu suminisheni pakuti mucite shani
6/24/2024 12:51:36	bemba_news_item_190_271_275_4_3	mukutalusha ukuna sanalangaya ubuwele bwa covid nineteen
6/24/2024 12:53:47	bemba_news_item_189_193_203_10_9	rakays feels that this sad development is an assault on the police of providing education for all
6/24/2024 12:55:30	bemba_news_item_189_352_360_8_8	bakonfwa ili lyashi lileisa kuli imwe ukufuma kuno mulabsa wenu wa kasama radio pa eighty seven point seven pali ino nshita natubale twalukile kwi lyashi ukufuma kunse ya calo
6/24/2024 12:56:44	bemba_news_item_188_654_657_3_2	ukwimininako bakalemba we lyashi elyo nabaciba paliba mashini
6/24/2024 12:57:55	bemba_news_item_189_133_139_6_5	alilembesha ukwilalila amashindano ya GCE mu mwaka uuleisa uwa twenty twenty two
6/24/2024 12:58:30	bemba_news_item_189_162_165_3_2	twenty twenty one examinations
6/24/2024 12:59:29	bemba_news_item_189_178_186_8_4	do not register some GCE candidates despite around
6/24/2024 13:01:09	bemba_news_item_188_63_84_21_5	mukusosa ukuti ici cilepusana nefyo Icalo ca Zambia Icalo icina kristu
6/24/2024 13:04:59	bemba_news_item_188_595_621_26_15	mwifunde lya Pinal code ngo kufwaya akabungwe ka Zambia law development commission ZLDC ilyakutila kwinga ukufumyapo ifunde ilyaba pa section one sixty six ilya pinal code ilyo ilikanya ukupa impali elyo nokuponya amafumo
6/24/2024 13:06:43	bemba_news_item_199_84_92_8_8	imfumu kanabesa ba Fwambo aba bambwe mwi boma lya mbala ebatashishe ba Hakainde Hichilema pakusalwa nga kateka walenga seven uwacino calo
6/24/2024 13:07:34	bemba_news_item_199_542_545_3_2	mukubelenga naciba nine muntu wenu Brian Musonda
6/24/2024 13:09:36	bemba_news_item_307_378_399_21_13	apo apali na beminishi ukufuma mu filonganino ifisusha ubuteko abo abaleibimba mukusala kwa cimbawile. Batile akabungwe ka electoral commission of Zambia ekabikilepo ubucingo pa ncende ya palesungilwa amapepala
6/24/2024 13:10:40	bemba_news_item_188_475_480_5_4	bashimapepo kabili balundilepo nokuti ifyupo ifingi pali kano kashita efili mubwafya
